quatro: .word 13, 17
.byte 199,199,199,199,199,199,199,199,247,247,247,199,199,
199,199,199,199,199,199,199,255,255,255,247,199,199,
199,199,199,199,199,199,255,255,199,255,247,199,199,
199,199,199,199,199,247,255,199,199,255,247,199,199,
199,199,199,199,199,255,247,199,199,255,247,199,199,
199,199,199,199,255,255,199,199,199,255,247,199,199,
199,199,199,247,255,199,199,199,199,255,247,199,199,
199,199,199,255,247,199,199,199,199,255,247,199,199,
199,199,255,255,199,199,199,199,199,255,247,199,199,
199,247,255,199,199,199,199,199,199,255,247,199,199,
199,255,199,199,199,199,199,199,199,255,247,199,199,
199,255,199,199,199,199,199,199,199,255,247,199,199,
199,255,255,255,255,255,255,255,255,255,255,255,255,
199,247,247,247,247,247,247,247,247,255,247,247,247,
199,199,199,199,199,199,199,199,199,255,247,199,199,
199,199,199,199,199,199,199,199,199,255,247,199,199,
199,199,199,199,199,199,199,199,199,255,247,199,199,


